url_count,ip_url_count,suspicious_tld_count,long_url_count,urgent_count,credential_count,threat_count,reply_to_mismatch,attachment_count,suspicious_attachment_count,text_length,exclamation_count,label
4,0,0,4,1,0,1,0,2,0,529,1,0
5,0,0,3,0,0,0,0,2,0,2547,2,0
3,0,0,3,1,1,0,0,1,0,108,3,0
1,0,0,0,0,1,0,0,1,0,1615,1,0
5,0,0,4,0,1,1,0,2,0,1515,2,0
0,0,0,0,0,0,0,0,2,0,441,0,0
5,0,0,5,0,0,1,0,1,0,210,3,0
3,0,0,3,0,0,1,0,1,0,661,1,0
0,0,0,0,0,1,1,0,2,0,1676,3,0
5,0,0,2,0,0,0,0,3,0,2063,2,0
2,0,0,0,0,0,1,0,1,0,627,1,0
0,0,0,0,1,0,0,0,1,0,1149,2,0
3,0,0,0,1,1,0,0,2,0,1954,2,0
4,0,0,3,0,0,0,0,2,0,1244,2,0
2,0,0,1,0,0,1,0,1,0,999,2,0
1,0,0,1,1,0,1,0,3,0,2415,1,0
4,0,0,0,1,1,1,0,0,0,1738,2,0
3,0,0,0,0,0,0,0,2,0,1299,3,0
0,0,0,0,0,0,0,0,1,0,1283,1,0
2,0,0,2,0,0,0,0,2,0,2680,2,0
0,0,0,0,0,0,1,0,1,0,1729,1,0
3,0,0,2,0,1,0,0,1,0,1150,0,0
5,0,0,1,1,1,1,0,2,0,2958,0,0
3,0,0,2,0,1,1,0,0,0,1928,0,0
2,0,0,2,0,0,1,0,2,0,2447,3,0
2,0,0,0,0,0,0,0,2,0,897,0,0
2,0,0,0,0,1,0,0,1,0,1718,3,0
0,0,0,0,0,1,0,0,2,0,2431,0,0
1,0,0,0,0,1,0,0,3,0,1579,2,0
3,0,0,1,0,1,0,0,3,0,2363,2,0
1,0,0,1,0,0,0,0,2,0,2119,3,0
4,0,0,2,0,0,0,0,3,0,1676,0,0
4,0,0,4,0,0,1,0,2,0,2532,0,0
5,0,0,0,1,1,1,0,3,0,1298,2,0
1,0,0,0,0,1,1,0,3,0,2062,1,0
3,0,0,2,1,1,0,0,3,0,719,0,0
4,0,0,3,1,1,0,0,3,0,352,2,0
1,0,0,1,1,1,1,0,1,0,1729,0,0
2,0,0,0,0,1,1,0,1,0,1101,1,0
2,0,0,2,0,1,1,0,3,0,2995,1,0
5,0,0,2,1,0,0,0,1,0,1600,0,0
1,0,0,0,1,1,0,0,2,0,1989,2,0
2,0,0,0,1,1,1,0,2,0,482,0,0
3,0,0,3,1,0,0,0,3,0,2225,0,0
4,0,0,0,0,0,0,0,1,0,2325,1,0
3,0,0,2,1,0,0,0,2,0,1129,3,0
0,0,0,0,0,1,1,0,1,0,805,2,0
3,0,0,2,0,1,1,0,2,0,1339,3,0
4,0,0,0,1,0,1,0,2,0,2824,1,0
3,0,0,2,0,0,1,0,0,0,1188,3,0
0,0,0,0,1,1,1,0,3,0,2819,2,0
4,0,0,2,1,1,1,0,3,0,162,0,0
5,0,0,3,0,0,1,0,3,0,1237,2,0
1,0,0,1,1,1,0,0,1,0,493,2,0
2,0,0,1,0,1,1,0,1,0,2773,0,0
0,0,0,0,0,0,0,0,3,0,1576,0,0
3,0,0,0,0,0,1,0,3,0,369,1,0
3,0,0,0,1,1,1,0,3,0,1903,0,0
4,0,0,0,0,0,1,0,0,0,1205,2,0
3,0,0,0,0,0,0,0,3,0,2145,1,0
5,0,0,5,1,0,1,0,2,0,1847,3,0
5,0,0,0,0,1,0,0,1,0,512,0,0
4,0,0,4,0,1,1,0,0,0,1464,0,0
0,0,0,0,1,1,1,0,2,0,2478,1,0
3,0,0,1,1,1,1,0,1,0,1001,0,0
5,0,0,2,1,1,1,0,2,0,2535,1,0
2,0,0,1,1,0,0,0,0,0,1703,3,0
5,0,0,0,0,1,1,0,1,0,1081,2,0
5,0,0,0,0,1,0,0,2,0,2293,0,0
4,0,0,1,1,1,0,0,3,0,662,3,0
4,0,0,0,1,1,0,0,1,0,1636,3,0
4,0,0,2,1,0,0,0,1,0,1795,1,0
2,0,0,2,1,1,0,0,2,0,1884,2,0
0,0,0,0,0,0,0,0,0,0,1608,1,0
4,0,0,3,0,1,1,0,2,0,374,2,0
1,0,0,1,1,1,0,0,2,0,911,1,0
2,0,0,0,0,1,0,0,0,0,607,3,0
0,0,0,0,0,1,0,0,2,0,1117,2,0
1,0,0,1,0,0,1,0,2,0,371,3,0
1,0,0,0,1,0,1,0,3,0,1378,0,0
2,0,0,2,1,0,1,0,1,0,531,3,0
4,0,0,3,1,0,1,0,3,0,820,2,0
5,0,0,5,1,0,1,0,1,0,2974,0,0
3,0,0,1,1,1,1,0,1,0,2582,1,0
5,0,0,2,0,1,1,0,1,0,1395,0,0
0,0,0,0,1,0,0,0,1,0,1518,0,0
5,0,0,1,1,1,1,0,1,0,2333,1,0
5,0,0,1,1,0,1,0,1,0,1592,1,0
4,0,0,1,1,0,1,0,3,0,401,0,0
5,0,0,2,0,0,0,0,0,0,2986,3,0
5,0,0,1,0,0,0,0,3,0,1607,1,0
1,0,0,1,1,0,1,0,3,0,1552,0,0
4,0,0,2,1,1,0,0,1,0,1740,1,0
3,0,0,0,1,0,1,0,2,0,2060,0,0
0,0,0,0,1,1,0,0,3,0,1046,0,0
0,0,0,0,1,0,1,0,0,0,2575,1,0
5,0,0,3,1,1,0,0,2,0,1953,0,0
5,0,0,2,0,1,0,0,2,0,450,1,0
0,0,0,0,0,0,0,0,1,0,2722,2,0
5,0,0,0,0,1,0,0,2,0,1406,3,0
3,0,0,1,1,0,0,0,1,0,2874,0,0
0,0,0,0,1,1,1,0,2,0,2189,2,0
5,0,0,3,1,1,0,0,1,0,2417,2,0
0,0,0,0,0,1,1,0,1,0,367,2,0
4,0,0,1,0,0,1,0,0,0,1091,3,0
1,0,0,1,1,1,1,0,3,0,605,0,0
1,0,0,0,0,0,1,0,3,0,1746,3,0
3,0,0,0,1,1,0,0,2,0,114,3,0
1,0,0,1,1,1,0,0,1,0,2594,1,0
2,0,0,0,1,1,0,0,0,0,825,1,0
1,0,0,0,1,0,0,0,0,0,1245,3,0
3,0,0,0,1,0,1,0,3,0,404,3,0
3,0,0,1,1,1,0,0,3,0,1485,2,0
5,0,0,1,1,1,0,0,2,0,1550,0,0
4,0,0,0,0,1,0,0,2,0,1775,2,0
2,0,0,1,0,1,0,0,0,0,832,1,0
1,0,0,0,1,0,0,0,3,0,1381,0,0
4,0,0,0,0,1,0,0,1,0,1614,2,0
1,0,0,0,0,0,0,0,3,0,1720,1,0
1,0,0,1,1,0,1,0,1,0,540,3,0
0,0,0,0,0,0,0,0,1,0,1360,1,0
0,0,0,0,0,0,0,0,3,0,2064,1,0
5,0,0,4,1,0,1,0,1,0,1805,2,0
5,0,0,0,1,1,1,0,2,0,2092,1,0
1,0,0,1,0,0,1,0,1,0,697,2,0
4,0,0,3,1,0,1,0,0,0,2070,2,0
5,0,0,0,1,1,0,0,1,0,2095,3,0
1,0,0,1,0,0,1,0,3,0,778,0,0
1,0,0,0,0,0,0,0,1,0,2850,2,0
5,0,0,4,0,0,1,0,0,0,401,2,0
1,0,0,0,1,1,0,0,3,0,1492,1,0
0,0,0,0,1,1,1,0,0,0,1045,3,0
1,0,0,0,0,1,0,0,2,0,687,3,0
3,0,0,3,0,0,1,0,3,0,1352,3,0
3,0,0,1,1,0,0,0,3,0,2620,3,0
0,0,0,0,1,0,1,0,1,0,865,0,0
4,0,0,2,0,0,0,0,2,0,671,3,0
3,0,0,2,0,0,1,0,2,0,855,2,0
5,0,0,3,1,1,0,0,1,0,687,3,0
0,0,0,0,1,0,0,0,3,0,1386,0,0
5,0,0,2,1,0,0,0,1,0,831,2,0
0,0,0,0,1,0,1,0,0,0,2030,0,0
2,0,0,0,0,1,1,0,2,0,2525,1,0
1,0,0,0,1,0,0,0,0,0,2994,3,0
3,0,0,3,1,0,0,0,1,0,2782,0,0
5,0,0,2,0,0,1,0,1,0,997,0,0
5,0,0,5,1,1,1,0,3,0,184,2,0
5,0,0,2,1,0,1,0,1,0,2176,1,0
2,0,0,2,0,0,1,0,1,0,286,1,0
2,0,0,0,1,1,0,0,2,0,1961,2,0
0,0,0,0,1,0,1,0,3,0,702,0,0
5,0,0,2,0,0,1,0,3,0,2240,2,0
5,0,0,2,1,1,1,0,2,0,360,2,0
4,0,0,4,1,1,0,0,3,0,1616,2,0
3,0,0,0,1,1,0,0,1,0,2205,1,0
2,0,0,2,0,0,0,0,1,0,2865,1,0
2,0,0,0,1,0,1,0,3,0,2840,1,0
3,0,0,3,0,1,0,0,0,0,1383,3,0
0,0,0,0,1,1,1,0,3,0,1146,3,0
4,0,0,2,1,1,0,0,0,0,1287,2,0
5,0,0,1,1,1,1,0,2,0,223,2,0
3,0,0,2,1,0,0,0,0,0,291,2,0
2,0,0,1,0,0,1,0,3,0,2811,3,0
4,0,0,2,0,0,1,0,1,0,1338,1,0
2,0,0,1,1,1,0,0,2,0,1418,3,0
1,0,0,1,1,1,0,0,2,0,2662,0,0
5,0,0,5,0,1,1,0,3,0,775,2,0
3,0,0,1,0,1,1,0,3,0,2605,2,0
3,0,0,0,0,0,0,0,2,0,769,0,0
3,0,0,3,1,0,0,0,1,0,956,3,0
0,0,0,0,1,1,1,0,1,0,2179,0,0
3,0,0,1,0,1,1,0,3,0,1515,2,0
5,0,0,3,1,0,0,0,1,0,907,1,0
1,0,0,0,1,0,1,0,3,0,2651,1,0
2,0,0,0,1,0,1,0,1,0,2664,1,0
1,0,0,0,1,0,0,0,2,0,1386,1,0
3,0,0,2,0,1,0,0,1,0,1680,0,0
4,0,0,0,1,1,1,0,2,0,204,2,0
0,0,0,0,0,0,0,0,3,0,2363,2,0
3,0,0,0,0,1,0,0,3,0,1320,0,0
0,0,0,0,0,1,0,0,1,0,2244,3,0
1,0,0,0,1,0,0,0,2,0,1503,3,0
1,0,0,1,0,1,1,0,0,0,1286,1,0
3,0,0,1,0,1,1,0,0,0,470,2,0
4,0,0,4,1,1,1,0,0,0,597,0,0
5,0,0,4,0,0,1,0,1,0,2274,2,0
1,0,0,0,0,0,1,0,0,0,1346,0,0
2,0,0,0,0,1,1,0,3,0,658,3,0
3,0,0,0,1,0,0,0,1,0,2795,0,0
1,0,0,1,1,0,1,0,2,0,2354,1,0
5,0,0,0,0,1,1,0,2,0,374,1,0
1,0,0,0,0,0,1,0,2,0,1167,3,0
2,0,0,1,1,1,1,0,3,0,560,2,0
0,0,0,0,0,0,0,0,1,0,2019,1,0
0,0,0,0,0,0,0,0,0,0,388,0,0
3,0,0,3,1,0,1,0,0,0,940,3,0
3,0,0,1,0,1,0,0,0,0,1401,0,0
3,0,0,3,0,1,1,0,0,0,377,1,0
0,0,0,0,1,0,1,0,3,0,922,2,0
3,0,0,3,1,0,1,0,1,0,1310,3,0
2,0,0,0,1,1,1,0,2,0,1192,1,0
2,0,0,1,0,0,0,0,2,0,2438,1,0
1,0,0,0,1,0,1,0,1,0,2380,1,0
1,0,0,1,0,1,0,0,2,0,2604,1,0
5,0,0,2,1,0,0,0,2,0,719,1,0
4,0,0,0,1,0,1,0,2,0,1479,3,0
3,0,0,1,1,0,1,0,2,0,2275,0,0
0,0,0,0,1,0,0,0,1,0,2810,2,0
2,0,0,0,1,0,1,0,1,0,699,0,0
1,0,0,1,1,0,1,0,2,0,905,2,0
4,0,0,1,1,0,1,0,1,0,1223,1,0
3,0,0,0,1,0,0,0,0,0,1622,1,0
2,0,0,2,1,0,0,0,3,0,554,0,0
0,0,0,0,0,0,1,0,2,0,2357,3,0
5,0,0,0,0,1,1,0,3,0,1792,2,0
3,0,0,0,0,1,1,0,1,0,605,1,0
3,0,0,0,1,0,1,0,3,0,314,2,0
2,0,0,1,1,0,1,0,1,0,1837,0,0
2,0,0,2,1,1,0,0,2,0,2697,3,0
1,0,0,0,0,1,0,0,1,0,380,0,0
1,0,0,1,1,1,0,0,1,0,328,0,0
4,0,0,1,0,0,1,0,3,0,167,3,0
5,0,0,5,0,0,0,0,3,0,2425,1,0
5,0,0,2,1,0,0,0,0,0,2825,3,0
0,0,0,0,0,1,0,0,1,0,2825,1,0
0,0,0,0,1,1,0,0,2,0,1033,0,0
0,0,0,0,0,0,1,0,2,0,520,0,0
2,0,0,2,0,0,0,0,0,0,1909,3,0
1,0,0,1,1,1,0,0,3,0,1247,1,0
4,0,0,0,0,1,0,0,2,0,1338,0,0
4,0,0,1,0,0,0,0,1,0,2886,0,0
4,0,0,4,0,1,0,0,2,0,147,0,0
5,0,0,3,0,0,1,0,3,0,1607,0,0
1,0,0,1,0,0,1,0,1,0,1735,1,0
0,0,0,0,0,0,0,0,2,0,1189,2,0
2,0,0,2,0,0,0,0,2,0,1931,1,0
2,0,0,1,1,1,0,0,3,0,1999,0,0
0,0,0,0,1,0,0,0,0,0,2807,3,0
1,0,0,0,1,1,1,0,0,0,2983,1,0
2,0,0,2,1,0,0,0,2,0,2696,3,0
3,0,0,0,1,0,1,0,3,0,1906,3,0
5,0,0,0,1,0,0,0,0,0,2402,1,0
5,0,0,5,0,0,1,0,1,0,1586,2,0
0,0,0,0,0,0,1,0,1,0,1963,3,0
3,0,0,1,1,1,0,0,2,0,2608,0,0
0,0,0,0,0,1,1,0,0,0,2064,0,0
5,0,0,5,0,1,0,0,2,0,1327,0,0
3,0,0,0,0,1,1,0,2,0,1701,0,0
4,0,0,3,0,0,0,0,3,0,1920,3,0
5,0,0,5,0,0,0,0,0,0,1835,1,0
1,0,0,1,0,1,1,0,3,0,2682,2,0
5,0,0,4,0,0,1,0,0,0,1631,2,0
2,0,0,0,0,0,0,0,1,0,1634,1,0
5,0,0,2,0,0,0,0,2,0,1893,1,0
2,0,0,0,0,1,0,0,1,0,782,2,0
3,0,0,0,0,1,1,0,3,0,1545,2,0
5,0,0,3,1,1,0,0,2,0,2273,2,0
1,0,0,0,1,0,0,0,3,0,2563,2,0
4,0,0,3,1,0,0,0,1,0,2617,3,0
2,0,0,2,0,0,1,0,3,0,1936,0,0
4,0,0,1,0,1,1,0,0,0,1551,0,0
5,0,0,2,0,0,0,0,0,0,1802,0,0
5,0,0,0,1,1,0,0,1,0,493,0,0
2,0,0,0,1,1,1,0,3,0,1581,3,0
0,0,0,0,1,0,0,0,3,0,1930,1,0
1,0,0,0,1,1,0,0,2,0,1922,1,0
4,0,0,4,1,1,1,0,2,0,2027,2,0
3,0,0,2,1,0,1,0,1,0,313,1,0
3,0,0,2,0,1,0,0,2,0,2586,0,0
4,0,0,4,1,0,0,0,3,0,1818,2,0
4,0,0,4,0,1,0,0,1,0,1168,3,0
0,0,0,0,1,0,0,0,3,0,524,1,0
0,0,0,0,1,0,1,0,0,0,2197,0,0
4,0,0,0,1,1,0,0,1,0,1378,0,0
1,0,0,1,0,0,1,0,2,0,1211,1,0
3,0,0,0,1,0,1,0,0,0,1506,2,0
2,0,0,0,0,0,1,0,3,0,737,3,0
0,0,0,0,1,1,1,0,1,0,1545,2,0
5,0,0,2,0,0,1,0,0,0,2422,1,0
0,0,0,0,0,1,0,0,0,0,2913,3,0
5,0,0,2,0,1,1,0,3,0,937,1,0
2,0,0,0,0,1,0,0,0,0,2041,2,0
0,0,0,0,0,0,1,0,2,0,1688,1,0
2,0,0,0,1,1,0,0,2,0,795,0,0
5,0,0,3,0,1,1,0,0,0,1503,2,0
5,0,0,3,1,1,0,0,3,0,384,1,0
5,0,0,2,0,1,1,0,2,0,204,2,0
3,0,0,1,1,1,1,0,3,0,1556,1,0
4,0,0,0,1,1,0,0,2,0,1120,1,0
3,0,0,0,0,0,0,0,0,0,811,1,0
0,0,0,0,0,0,0,0,3,0,2066,2,0
3,0,0,1,0,1,1,0,3,0,1104,1,0
0,0,0,0,0,0,1,0,0,0,998,1,0
5,0,0,3,0,1,1,0,3,0,1178,3,0
5,0,0,3,0,0,1,0,2,0,2379,2,0
3,0,0,2,1,1,1,0,3,0,916,1,0
5,0,0,3,0,1,1,0,3,0,466,1,0
0,0,0,0,1,0,1,0,0,0,389,1,0
0,0,0,0,0,1,0,0,0,0,928,1,0
3,0,0,1,0,1,1,0,0,0,1012,2,0
2,0,0,0,1,1,1,0,2,0,2984,3,0
1,0,0,0,0,1,0,0,0,0,2749,1,0
0,0,0,0,0,0,1,0,2,0,729,2,0
3,0,0,3,0,0,1,0,3,0,1850,0,0
3,0,0,1,1,1,0,0,3,0,1531,0,0
1,0,0,0,1,1,1,0,0,0,2824,1,0
0,0,0,0,0,1,0,0,0,0,118,2,0
2,0,0,1,0,0,1,0,1,0,828,1,0
3,0,0,3,0,0,0,0,2,0,2666,3,0
0,0,0,0,0,0,0,0,1,0,1709,0,0
3,0,0,0,0,0,1,0,1,0,933,3,0
3,0,0,3,1,0,0,0,0,0,1344,1,0
4,0,0,0,0,1,0,0,0,0,1012,1,0
5,0,0,2,1,1,0,0,2,0,2965,3,0
4,0,0,4,1,0,1,0,3,0,695,1,0
1,0,0,0,1,0,1,0,3,0,1568,1,0
4,0,0,4,1,0,0,0,0,0,345,0,0
5,0,0,1,0,1,0,0,2,0,2025,1,0
3,0,0,2,1,1,0,0,1,0,1684,1,0
5,0,0,1,1,1,1,0,2,0,1015,1,0
4,0,0,1,0,1,1,0,1,0,2349,3,0
3,0,0,0,0,0,0,0,0,0,1145,0,0
0,0,0,0,1,1,1,0,1,0,2519,0,0
1,0,0,0,0,1,1,0,2,0,2670,2,0
3,0,0,2,0,1,1,0,2,0,1730,2,0
0,0,0,0,0,0,0,0,1,0,2491,0,0
4,0,0,4,0,1,0,0,0,0,819,3,0
5,0,0,4,1,0,1,0,1,0,2504,1,0
5,0,0,0,0,1,0,0,3,0,2795,2,0
4,0,0,1,0,1,1,0,3,0,1205,0,0
0,0,0,0,0,0,0,0,0,0,289,0,0
0,0,0,0,1,0,0,0,3,0,1471,2,0
0,0,0,0,0,0,0,0,2,0,603,2,0
3,0,0,1,0,1,1,0,1,0,2578,0,0
0,0,0,0,0,1,0,0,3,0,2210,0,0
4,0,0,4,0,1,0,0,0,0,1666,2,0
0,0,0,0,0,1,0,0,3,0,1840,2,0
4,0,0,2,1,1,0,0,3,0,1145,2,0
3,0,0,3,1,0,1,0,2,0,992,3,0
5,0,0,3,1,0,1,0,1,0,2905,2,0
3,0,0,1,0,0,1,0,0,0,1477,3,0
2,0,0,0,0,1,1,0,0,0,2524,3,0
2,0,0,1,1,1,1,0,3,0,2048,0,0
3,0,0,0,0,0,1,0,3,0,2518,3,0
5,0,0,4,1,0,0,0,2,0,797,1,0
3,0,0,2,1,1,0,0,0,0,2257,3,0
4,0,0,4,1,0,0,0,1,0,2797,0,0
1,0,0,0,0,1,1,0,1,0,574,3,0
2,0,0,1,0,0,1,0,2,0,218,2,0
3,0,0,3,0,1,0,0,2,0,596,2,0
5,0,0,5,1,1,1,0,2,0,1685,3,0
2,0,0,0,1,1,0,0,1,0,2634,3,0
1,0,0,0,1,0,1,0,1,0,2080,0,0
4,0,0,3,0,0,0,0,2,0,2428,3,0
5,0,0,4,0,0,1,0,3,0,334,0,0
5,0,0,0,0,1,0,0,3,0,2868,0,0
4,0,0,1,0,0,0,0,3,0,652,0,0
2,0,0,1,1,1,1,0,1,0,2107,2,0
0,0,0,0,1,0,0,0,1,0,2807,2,0
5,0,0,3,0,0,0,0,0,0,2797,0,0
1,0,0,1,0,1,0,0,0,0,2904,3,0
5,0,0,1,1,0,0,0,3,0,1494,0,0
0,0,0,0,0,1,0,0,2,0,954,0,0
0,0,0,0,0,0,1,0,0,0,547,3,0
2,0,0,1,0,1,0,0,1,0,2617,2,0
3,0,0,3,0,0,1,0,1,0,1334,1,0
3,0,0,2,0,1,1,0,3,0,2876,3,0
1,0,0,1,0,1,0,0,1,0,857,2,0
3,0,0,3,1,1,1,0,1,0,1704,2,0
4,0,0,4,1,0,1,0,2,0,2513,1,0
5,0,0,2,0,1,0,0,0,0,828,0,0
0,0,0,0,0,0,1,0,0,0,1979,0,0
0,0,0,0,0,0,1,0,2,0,1298,0,0
2,0,0,0,0,0,1,0,0,0,2868,0,0
2,0,0,0,0,0,1,0,3,0,2238,1,0
2,0,0,2,1,1,1,0,0,0,2828,1,0
5,0,0,5,0,1,1,0,3,0,2749,2,0
3,0,0,3,0,1,0,0,3,0,2131,2,0
2,0,0,0,1,0,1,0,2,0,2432,1,0
0,0,0,0,0,1,0,0,2,0,2568,3,0
4,0,0,0,0,0,1,0,1,0,276,2,0
3,0,0,2,1,0,0,0,3,0,947,2,0
0,0,0,0,1,0,1,0,0,0,2477,0,0
5,0,0,4,1,1,1,0,0,0,575,3,0
4,0,0,3,1,0,0,0,2,0,1994,1,0
3,0,0,0,1,1,0,0,0,0,1685,2,0
2,0,0,2,0,1,1,0,2,0,484,2,0
5,0,0,2,0,1,1,0,0,0,424,0,0
4,0,0,4,0,1,1,0,0,0,1839,3,0
4,0,0,0,0,1,0,0,3,0,1693,0,0
2,0,0,2,0,1,0,0,1,0,2424,0,0
3,0,0,2,1,1,1,0,1,0,1552,2,0
1,0,0,1,1,0,0,0,0,0,1730,3,0
4,0,0,3,1,1,0,0,2,0,806,2,0
1,0,0,0,1,0,1,0,1,0,877,2,0
0,0,0,0,0,0,1,0,0,0,2362,1,0
4,0,0,3,0,0,1,0,0,0,2433,0,0
2,0,0,1,1,1,1,0,1,0,1412,0,0
2,0,0,1,1,0,0,0,0,0,2817,1,0
1,0,0,0,1,0,1,0,1,0,870,0,0
4,0,0,2,0,0,1,0,3,0,325,0,0
5,0,0,3,1,0,0,0,1,0,2918,1,0
5,0,0,1,1,0,1,0,3,0,2441,3,0
2,0,0,0,1,1,1,0,0,0,225,1,0
2,0,0,2,0,0,1,0,1,0,1364,0,0
0,0,0,0,0,0,1,0,0,0,1925,2,0
3,0,0,3,1,0,1,0,2,0,1031,1,0
5,0,0,2,0,0,0,0,3,0,2340,3,0
0,0,0,0,1,0,1,0,3,0,129,2,0
1,0,0,0,1,0,1,0,3,0,2559,0,0
0,0,0,0,0,0,0,0,2,0,2793,2,0
0,0,0,0,0,1,0,0,1,0,136,1,0
1,0,0,1,0,1,1,0,0,0,2170,2,0
2,0,0,2,1,0,0,0,3,0,2304,0,0
2,0,0,2,0,0,1,0,2,0,2850,2,0
0,0,0,0,0,0,1,0,3,0,270,3,0
3,0,0,0,1,0,1,0,1,0,1527,0,0
3,0,0,1,0,0,0,0,2,0,584,3,0
2,0,0,1,0,1,1,0,2,0,834,2,0
0,0,0,0,1,0,0,0,2,0,1107,2,0
2,0,0,2,0,0,1,0,1,0,2402,3,0
3,0,0,1,1,0,0,0,3,0,1620,3,0
1,0,0,0,1,1,1,0,0,0,460,0,0
0,0,0,0,0,0,1,0,3,0,1067,2,0
2,0,0,2,1,0,1,0,1,0,2464,2,0
1,0,0,0,1,0,1,0,0,0,1784,1,0
1,0,0,0,0,1,0,0,0,0,2428,2,0
5,0,0,2,1,1,0,0,0,0,865,1,0
4,0,0,1,0,1,1,0,3,0,396,2,0
3,0,0,3,1,0,1,0,1,0,2418,3,0
0,0,0,0,0,1,1,0,1,0,1631,2,0
5,0,0,5,0,1,1,0,2,0,1973,1,0
2,0,0,1,0,0,0,0,1,0,1830,1,0
1,0,0,0,0,1,0,0,2,0,1859,2,0
2,0,0,2,0,1,1,0,2,0,1748,2,0
5,0,0,3,1,1,1,0,1,0,2714,0,0
2,0,0,0,1,1,1,0,0,0,2724,2,0
3,0,0,0,0,0,0,0,0,0,2686,3,0
4,0,0,1,0,0,1,0,1,0,803,0,0
3,0,0,0,1,1,1,0,1,0,2957,2,0
1,0,0,0,0,0,0,0,1,0,1189,1,0
5,0,0,2,1,0,0,0,0,0,894,2,0
1,0,0,1,1,0,0,0,3,0,2150,1,0
3,0,0,0,1,0,0,0,0,0,2477,2,0
1,0,0,1,1,0,1,0,0,0,1946,0,0
4,0,0,1,0,0,1,0,3,0,2909,1,0
3,0,0,0,1,1,0,0,0,0,584,2,0
4,0,0,1,0,1,0,0,0,0,712,3,0
4,0,0,1,0,0,1,0,3,0,298,3,0
3,0,0,0,0,0,1,0,2,0,2941,1,0
4,0,0,0,0,0,0,0,3,0,2588,1,0
0,0,0,0,0,1,1,0,3,0,1781,1,0
3,0,0,0,0,1,1,0,1,0,2188,0,0
5,0,0,4,1,0,1,0,1,0,1941,3,0
3,0,0,1,0,0,0,0,3,0,2246,1,0
5,0,0,4,1,0,0,0,2,0,252,3,0
3,0,0,1,0,0,1,0,0,0,1131,3,0
5,0,0,1,1,1,1,0,2,0,536,3,0
4,0,0,2,1,0,0,0,1,0,737,3,0
5,0,0,1,1,1,1,0,3,0,1829,3,0
1,0,0,1,1,1,0,0,0,0,681,1,0
0,0,0,0,1,0,0,0,0,0,230,1,0
1,0,0,1,1,1,1,0,2,0,2330,2,0
2,0,0,1,0,1,1,0,2,0,2583,0,0
0,0,0,0,1,0,1,0,1,0,2954,2,0
1,0,0,1,0,0,1,0,1,0,1438,3,0
2,0,0,1,0,0,0,0,2,0,2926,0,0
0,0,0,0,0,1,0,0,1,0,2343,2,0
1,0,0,0,1,0,0,0,1,0,1981,1,0
0,0,0,0,1,0,0,0,1,0,745,3,0
3,0,0,1,1,1,0,0,3,0,1263,3,0
2,0,0,2,0,0,1,0,3,0,233,2,0
2,0,0,0,1,0,0,0,2,0,1731,1,0
3,0,0,0,1,1,1,0,0,0,1818,1,0
1,0,0,1,1,1,0,0,1,0,1176,0,0
2,0,0,0,0,0,1,0,1,0,250,0,0
0,0,0,0,0,1,0,0,3,0,295,3,0
3,0,0,0,0,0,0,0,1,0,2367,0,0
4,0,0,2,1,1,1,0,1,0,1902,3,0
5,0,0,3,1,1,0,0,3,0,1558,2,0
1,0,0,0,0,1,1,0,2,0,1819,1,0
5,0,0,2,0,1,1,0,1,0,2278,1,0
1,0,0,1,0,1,0,0,1,0,1252,0,0
5,0,0,4,0,0,1,0,3,0,852,3,0
1,0,0,0,1,1,1,0,1,0,122,0,0
1,0,0,0,1,0,0,0,3,0,2802,1,0
4,0,0,2,0,1,1,0,2,0,449,0,0
3,0,0,1,1,1,1,0,3,0,454,1,0
5,0,0,1,1,0,0,0,0,0,390,0,0
0,0,0,0,0,1,1,0,0,0,1908,1,0
0,0,0,0,0,0,0,0,1,0,773,1,0
0,0,0,0,0,0,0,0,3,0,2545,2,0
0,0,0,0,0,1,1,0,0,0,638,0,0
0,0,0,0,0,0,1,0,3,0,1842,0,0
0,0,0,0,1,1,1,0,3,0,580,0,0
3,0,0,2,1,1,0,0,2,0,2865,1,0
1,0,0,1,1,1,1,0,2,0,2046,1,0
2,0,0,0,0,1,1,0,1,0,2280,3,0
0,0,0,0,0,1,1,0,3,0,178,1,0
4,0,0,3,1,0,0,0,0,0,2969,1,0
1,0,0,0,1,0,0,0,2,0,2106,2,0
0,0,0,0,1,1,0,0,2,0,404,1,0
2,0,0,2,0,0,1,0,2,0,164,2,0
4,0,0,4,1,1,0,0,3,0,2847,1,0
5,0,0,3,0,0,0,0,3,0,2249,1,0
4,0,0,2,0,0,0,0,2,0,2869,1,0
4,0,0,1,0,0,0,0,1,0,325,1,0
0,0,0,0,1,1,0,0,3,0,241,0,0
1,0,0,1,0,0,0,0,2,0,1232,0,0
2,0,0,2,0,0,0,0,1,0,1594,1,0
3,0,0,0,1,0,0,0,2,0,2117,0,0
2,0,0,2,0,1,1,0,3,0,519,3,0
1,0,0,1,1,1,1,0,1,0,1735,3,0
1,0,0,1,0,1,0,0,0,0,1510,1,0
3,0,0,2,0,1,0,0,2,0,1700,3,0
4,0,0,2,0,0,1,0,0,0,2228,1,0
0,0,0,0,0,1,0,0,0,0,842,0,0
5,0,0,2,0,0,1,0,0,0,1482,3,0
1,0,0,1,1,0,0,0,3,0,996,0,0
5,0,0,5,1,1,1,0,1,0,524,1,0
1,0,0,0,0,0,1,0,2,0,839,3,0
