url_count,ip_url_count,suspicious_tld_count,long_url_count,urgent_count,credential_count,threat_count,reply_to_mismatch,attachment_count,suspicious_attachment_count,text_length,exclamation_count,phishing_percentage,label
5,0,0,0,4,4,3,1,1,0,1356,8,80,1
0,0,0,0,0,1,1,0,0,0,234,0,21,0
0,0,0,0,1,1,1,0,0,0,718,1,16,0
0,0,1,2,4,0,0,1,2,1,1061,1,99,1
2,0,0,1,5,2,1,1,0,0,339,2,46,0
1,1,0,1,2,0,5,1,2,0,1152,0,98,1
1,0,2,0,4,2,4,1,0,0,760,7,53,1
2,1,2,0,5,3,1,0,0,2,434,1,69,1
0,0,0,1,2,5,1,0,2,2,261,5,81,1
1,0,0,0,6,1,0,0,0,0,885,7,32,0
3,0,1,0,2,6,0,1,0,2,859,0,81,1
3,0,1,2,1,1,3,1,0,1,1561,3,81,1
1,0,0,0,1,1,0,0,0,0,103,1,16,0
4,0,1,2,3,0,3,0,1,2,1159,7,77,1
2,0,2,2,1,4,4,1,0,0,896,1,63,1
2,1,1,1,0,6,5,0,2,1,1026,2,66,1
1,1,0,2,4,0,0,1,1,0,746,5,67,1
1,0,0,0,1,1,1,0,0,0,201,1,21,0
2,2,0,0,1,0,5,1,2,0,245,3,82,1
2,1,1,1,0,4,3,0,1,1,838,0,82,1
0,0,0,0,0,0,0,0,0,0,275,1,18,0
3,1,2,2,6,4,2,1,0,0,818,1,67,1
1,1,0,2,5,0,5,1,0,0,1357,0,81,1
0,0,1,1,4,1,0,0,0,0,1057,2,42,0
6,1,1,2,6,6,3,0,0,1,1155,7,90,1
0,0,0,0,5,2,0,0,0,0,784,4,40,0
6,0,2,1,1,6,5,0,1,1,1013,3,97,1
0,0,2,1,2,5,4,1,0,2,1546,6,93,1
2,1,2,2,6,6,5,1,0,2,638,3,84,1
2,0,2,2,6,1,3,1,2,0,826,7,70,1
1,0,0,0,1,0,1,0,0,0,160,1,29,0
0,0,1,0,5,0,0,0,0,2,1188,6,86,1
1,0,1,1,4,0,2,1,2,0,864,6,57,1
0,0,1,2,3,5,3,0,0,0,781,0,54,1
2,0,1,0,6,0,0,0,1,2,861,5,91,1
3,2,1,1,2,3,5,1,1,0,1037,3,58,1
1,1,1,1,0,6,0,1,0,1,1164,5,92,1
0,0,0,0,0,4,2,1,2,0,340,4,78,1
3,2,0,1,6,0,3,1,0,1,550,0,89,1
0,0,1,0,4,4,0,0,0,0,1073,7,41,0
4,0,2,1,1,4,1,0,2,2,873,1,90,1
0,0,1,0,6,6,0,1,0,0,915,1,45,0
0,0,1,1,0,2,4,0,1,0,342,1,50,1
3,1,2,1,5,1,0,1,1,0,1007,0,58,1
4,1,2,0,4,3,2,1,0,0,406,8,72,1
0,0,0,0,1,1,1,0,0,0,563,0,28,0
0,0,0,0,3,1,1,0,0,0,643,6,32,0
3,0,1,1,4,1,5,0,0,0,1267,7,68,1
1,0,0,0,1,1,1,0,0,0,463,0,8,0
0,0,0,0,0,1,1,0,0,0,255,0,14,0
1,0,0,0,1,1,0,0,0,0,383,0,8,0
1,0,1,1,2,4,5,0,2,0,1020,1,68,1
2,0,2,1,5,5,1,0,2,0,316,5,53,1
3,2,0,1,4,0,1,0,2,2,228,5,72,1
0,0,0,0,0,1,0,0,0,0,126,1,13,0
0,0,1,2,2,2,4,1,0,0,810,8,56,1
1,0,0,0,0,0,1,0,0,0,259,1,8,0
4,0,2,2,0,4,5,0,1,2,1321,0,71,1
1,0,0,0,0,1,0,0,0,0,526,1,2,0
0,0,0,1,5,1,1,0,0,0,198,1,39,0
3,2,0,2,2,1,0,1,1,0,202,8,61,1
1,0,0,0,1,0,1,0,0,0,447,0,3,0
2,0,0,0,5,1,1,0,0,0,828,5,32,0
3,0,1,0,0,1,0,0,0,1,232,8,89,1
0,0,1,2,4,4,3,0,0,0,735,4,52,1
3,1,1,2,0,4,2,1,2,0,470,5,81,1
0,0,0,0,0,0,0,0,0,0,513,0,9,0
1,0,0,0,0,0,1,0,0,0,869,1,27,0
3,0,2,1,4,2,5,0,1,2,452,3,89,1
5,2,1,2,2,2,1,1,1,2,472,1,78,1
2,0,0,0,5,0,0,0,0,0,223,5,30,0
2,1,1,2,2,6,0,1,0,0,1375,8,82,1
2,1,0,0,1,3,2,0,2,0,1348,7,97,1
0,0,0,0,3,1,0,0,0,0,935,5,31,0
0,0,0,0,0,1,0,0,0,0,357,0,19,0
0,0,0,0,1,1,1,0,0,0,433,1,12,0
0,0,0,0,1,0,0,0,0,0,482,0,21,0
1,0,0,0,1,1,1,0,0,0,468,0,1,0
2,0,0,0,4,1,0,0,0,0,587,8,39,0
1,0,0,0,0,1,1,0,0,0,634,1,20,0
1,0,2,2,3,0,3,0,2,2,839,8,95,1
1,1,0,2,0,2,2,0,2,0,378,6,59,1
0,0,0,0,0,1,1,0,0,0,482,0,18,0
0,0,0,0,1,0,0,0,0,0,560,0,8,0
1,1,0,1,3,3,2,1,2,2,1143,6,99,1
1,0,0,0,0,0,1,0,0,0,704,1,27,0
0,0,0,0,1,0,0,0,0,0,376,0,1,0
0,0,0,0,0,1,1,0,0,0,563,1,22,0
1,0,0,0,1,1,1,0,0,0,440,0,24,0
1,0,0,0,1,0,0,0,0,0,256,0,20,0
1,1,1,1,5,2,1,1,0,0,1160,0,69,1
0,0,0,2,3,4,4,0,2,0,1326,4,57,1
0,0,0,1,5,6,0,0,0,0,411,2,43,0
1,0,0,0,0,1,0,0,0,0,413,0,9,0
4,1,2,1,6,6,0,0,0,0,963,3,62,1
0,0,1,2,2,5,5,1,0,1,1383,0,81,1
4,1,2,1,0,1,1,1,0,2,1182,8,87,1
4,2,0,2,4,4,4,1,0,2,240,1,78,1
1,0,0,0,0,1,0,0,0,0,204,1,0,0
0,0,0,0,1,0,1,0,0,0,385,1,3,0
1,0,0,0,1,1,0,0,0,0,898,1,33,0
0,0,0,0,1,1,1,0,0,0,526,0,25,0
1,0,2,2,0,5,4,0,1,0,1149,4,71,1
1,0,2,1,4,3,2,1,2,2,1711,4,89,1
0,0,0,0,0,0,0,0,0,0,638,1,22,0
1,0,0,0,4,0,0,0,0,0,207,1,35,0
1,0,0,0,1,1,1,0,0,0,496,0,20,0
0,0,0,0,0,0,0,0,0,0,236,0,27,0
4,0,1,0,2,1,5,0,0,0,1111,5,62,1
4,2,0,0,4,2,4,0,0,1,547,0,67,1
0,0,0,0,3,1,0,0,0,0,986,7,33,0
1,0,0,0,0,0,0,0,0,0,688,1,21,0
0,0,0,0,0,0,0,0,0,0,570,0,28,0
2,0,0,1,6,5,1,0,0,2,1435,0,96,1
0,0,0,0,1,0,0,0,0,0,130,0,9,0
2,0,0,1,3,4,3,0,2,0,925,0,76,1
3,0,1,0,0,5,5,1,1,0,199,8,59,1
1,0,0,0,0,1,0,0,0,0,223,0,0,0
0,0,0,1,5,1,1,0,0,0,766,1,46,0
1,0,0,0,1,1,0,0,0,0,348,0,4,0
1,0,0,0,0,1,0,0,0,0,205,0,4,0
1,0,2,1,3,1,0,0,1,0,1078,4,84,1
0,0,0,0,1,1,1,0,0,0,445,0,11,0
2,0,0,0,0,0,1,0,0,0,330,8,30,0
3,0,1,0,1,4,0,1,0,0,1132,0,46,0
0,0,2,1,0,3,1,1,1,1,189,1,89,1
2,1,2,0,5,0,2,1,1,0,1800,0,91,1
1,0,0,0,1,1,1,0,0,0,497,1,28,0
1,0,0,2,0,6,5,0,0,0,446,0,82,1
1,0,0,0,1,0,0,0,0,0,515,0,12,0
0,0,1,0,3,2,0,0,1,1,1069,5,76,1
1,0,0,0,1,0,1,0,0,0,431,0,2,0
1,1,0,2,4,5,3,1,1,2,1622,8,84,1
5,1,0,0,1,0,2,1,0,0,1796,3,97,1
2,0,0,1,3,3,1,0,0,0,617,4,49,0
1,1,0,2,4,3,2,1,0,0,1868,4,100,1
2,0,1,0,4,0,0,0,0,0,137,6,46,0
4,1,1,1,1,2,3,1,0,1,1508,2,92,1
2,0,1,2,0,0,4,0,2,2,426,4,75,1
0,0,2,2,0,2,1,0,0,0,780,4,41,0
0,0,0,1,0,3,2,0,1,0,221,6,56,1
0,0,0,0,0,1,0,0,0,0,271,1,1,0
0,0,0,0,0,1,0,0,0,0,560,1,25,0
0,0,0,0,0,1,1,0,0,0,170,1,23,0
2,0,2,0,0,3,0,1,0,0,174,5,47,0
4,1,2,0,4,0,3,0,2,0,532,6,98,1
5,0,0,2,1,6,4,1,2,2,824,6,79,1
0,0,0,0,0,1,1,0,0,0,495,1,13,0
3,1,1,1,3,4,2,1,0,1,197,8,92,1
1,0,0,0,0,0,1,0,0,0,353,2,33,0
3,0,0,2,4,1,1,0,0,0,116,2,45,0
2,2,1,0,2,1,4,0,1,2,783,2,66,1
0,0,0,0,0,1,1,0,0,0,388,0,1,0
0,0,1,0,4,6,1,0,1,0,130,6,68,1
1,0,2,2,4,1,0,0,2,0,1179,4,62,1
0,0,0,0,1,1,1,0,0,0,505,1,2,0
1,0,2,2,0,5,0,1,0,1,307,7,75,1
1,0,0,0,1,1,1,0,0,0,278,1,4,0
1,0,0,0,0,1,0,0,0,0,361,1,3,0
3,0,2,2,2,1,0,1,2,0,863,6,55,1
3,2,1,2,3,4,1,1,0,0,937,3,63,1
1,0,0,0,0,0,1,0,0,0,333,1,21,0
0,0,2,2,4,0,4,0,1,1,930,5,96,1
0,0,0,2,1,2,1,0,1,1,1161,3,87,1
1,0,0,0,1,0,1,0,0,0,134,1,19,0
5,0,2,0,3,6,0,0,2,1,481,3,92,1
1,1,1,2,5,1,3,0,2,0,192,1,54,1
0,0,0,0,1,0,1,0,0,0,176,0,27,0
2,0,1,2,0,6,1,0,0,0,392,6,44,0
0,0,0,0,0,1,1,0,0,0,490,0,15,0
1,0,0,0,0,1,1,0,0,0,375,1,3,0
1,1,1,0,2,6,2,1,1,1,1025,3,96,1
0,0,0,0,1,1,0,0,0,0,514,1,8,0
1,0,0,0,0,0,1,0,0,0,328,0,29,0
0,0,0,0,1,1,1,0,0,0,359,0,5,0
2,1,0,2,4,0,5,1,0,0,1140,0,51,1
5,0,1,1,3,6,5,0,2,2,1701,2,96,1
0,0,0,1,5,3,0,1,0,0,988,3,55,1
1,0,0,0,0,0,0,0,0,0,294,1,10,0
0,0,0,0,0,0,1,0,0,0,447,0,17,0
1,0,2,2,6,5,1,1,2,0,1440,1,83,1
2,1,1,1,4,1,5,1,0,0,1248,6,51,1
0,0,0,2,3,5,1,0,2,1,1524,8,71,1
0,0,0,0,1,1,0,0,0,0,693,0,13,0
1,0,0,0,0,1,1,1,0,0,229,6,46,0
0,0,0,0,0,1,0,0,0,0,567,1,6,0
4,1,1,0,1,4,3,1,2,0,1066,2,97,1
2,2,2,0,0,2,5,0,0,0,280,6,52,1
4,0,0,2,4,5,1,1,2,0,1397,3,61,1
5,2,1,2,4,1,0,0,0,1,1423,8,77,1
1,0,0,0,1,1,0,0,0,0,424,0,12,0
3,2,2,2,1,1,1,0,1,0,1395,4,99,1
3,0,2,0,2,3,5,0,0,0,896,7,65,1
0,0,2,2,2,3,3,0,0,1,1541,1,70,1
0,0,0,0,1,1,1,0,0,0,207,0,19,0
0,0,0,0,1,0,1,0,0,0,380,1,4,0
2,0,0,1,3,0,0,0,0,0,935,7,39,0
4,1,2,0,3,1,1,1,1,1,151,6,69,1
1,1,2,0,5,1,3,0,1,1,1682,7,97,1
0,0,0,2,3,1,0,0,0,0,1009,6,37,0
1,0,1,2,6,6,2,1,0,0,1138,4,51,1
1,0,1,1,3,3,1,1,0,0,382,4,45,0
2,0,0,1,0,4,0,0,0,0,1000,4,43,0
2,0,0,2,1,0,1,0,0,0,138,4,39,0
1,0,0,0,1,1,0,0,0,0,286,1,16,0
3,0,2,0,1,0,1,0,0,0,781,8,49,0
0,0,0,2,0,1,3,1,0,0,1306,4,69,1
0,0,0,0,0,1,0,0,0,0,351,1,0,0
0,0,0,0,1,0,1,0,0,0,426,1,11,0
0,0,0,0,1,0,1,0,0,0,103,1,15,0
5,2,0,2,6,1,5,0,0,0,1374,4,92,1
0,0,0,0,1,1,1,0,0,0,192,1,4,0
0,0,0,0,1,1,1,0,0,0,286,1,5,0
1,0,1,2,3,1,0,0,0,0,668,1,40,0
1,0,0,0,0,1,1,0,0,0,130,1,1,0
1,0,0,2,5,5,1,0,0,0,218,0,40,0
3,0,0,2,3,3,0,1,2,0,1451,5,73,1
0,0,0,0,1,1,1,0,0,0,121,0,24,0
1,0,0,2,2,1,1,0,0,0,819,1,37,0
0,0,0,0,6,5,3,1,1,1,780,5,65,1
1,0,0,0,6,0,1,0,0,0,669,3,33,0
0,0,0,0,3,0,1,0,0,0,299,3,34,0
4,0,2,1,4,5,4,1,2,1,872,0,67,1
0,0,1,2,4,0,2,0,1,2,140,3,69,1
1,1,2,1,2,2,0,0,2,0,899,1,53,1
1,1,2,0,6,1,1,0,0,2,1424,4,72,1
0,0,0,0,5,0,0,0,0,0,910,3,37,0
2,0,0,1,2,1,0,0,0,0,141,7,35,0
1,0,0,0,1,1,1,0,0,0,234,0,23,0
1,0,0,0,0,1,1,0,0,0,328,0,7,0
0,0,0,0,2,0,1,1,1,0,1032,7,56,1
3,0,2,1,6,4,0,0,0,0,371,4,48,0
3,1,0,1,0,4,3,1,1,1,1024,1,76,1
0,0,0,0,1,1,1,0,0,0,124,0,16,0
4,2,1,1,1,4,5,0,1,2,1015,6,68,1
2,0,0,2,3,3,3,1,2,2,973,8,73,1
4,1,2,0,4,6,3,1,0,2,261,4,77,1
0,0,0,0,1,0,1,0,0,0,724,0,15,0
2,1,1,1,2,1,3,0,1,0,841,4,87,1
1,0,0,0,5,0,1,0,0,0,674,6,34,0
0,0,0,0,1,1,1,0,0,0,267,1,8,0
0,0,0,1,2,0,0,0,0,0,725,1,35,0
1,0,0,0,6,0,0,0,0,0,559,8,32,0
0,0,0,0,0,1,1,0,0,0,635,0,21,0
0,0,2,1,3,3,0,1,1,0,317,3,86,1
4,0,2,2,1,2,3,1,2,1,1516,4,73,1
5,1,0,0,6,3,3,0,2,1,471,6,98,1
3,2,2,1,0,3,1,0,2,0,903,3,52,1
0,0,0,0,1,5,3,0,1,2,1359,8,68,1
2,0,2,1,3,3,2,1,2,0,1096,7,53,1
1,0,0,0,0,1,1,0,0,0,237,0,3,0
2,0,0,0,5,1,1,0,0,0,205,2,32,0
1,0,0,0,1,0,0,0,0,0,653,0,13,0
0,0,0,0,0,1,0,0,0,0,109,0,9,0
4,0,0,1,1,6,3,1,0,1,1396,5,86,1
3,2,1,2,0,0,0,0,0,0,485,1,51,1
2,0,1,0,2,0,2,1,1,2,1512,4,100,1
1,1,1,2,3,6,0,0,1,1,1767,3,88,1
0,0,0,0,1,1,1,0,0,0,730,4,30,0
0,0,0,0,0,1,1,0,0,0,428,1,19,0
3,0,1,2,5,1,4,1,0,0,948,4,50,1
0,0,0,0,0,0,1,0,0,0,164,1,8,0
2,0,0,0,1,1,1,0,0,0,946,2,31,0
1,0,0,0,1,1,1,0,0,0,388,1,27,0
0,0,2,0,1,6,4,1,2,1,1031,2,95,1
2,1,2,0,0,6,4,0,2,0,1144,1,55,1
2,0,0,0,6,1,0,0,0,0,447,4,38,0
1,0,0,0,1,0,1,0,0,0,762,0,23,0
4,0,0,2,2,5,3,1,0,0,601,4,63,1
0,0,2,1,4,0,4,1,0,1,1531,8,99,1
1,0,0,0,0,1,1,0,0,0,375,1,17,0
2,0,0,0,3,4,0,1,0,0,1378,5,91,1
4,1,0,2,3,1,2,0,0,0,343,5,98,1
2,1,1,0,6,4,2,1,0,2,133,5,68,1
2,0,0,0,0,0,0,0,0,0,898,3,32,0
1,0,0,0,0,1,1,0,0,0,348,0,13,0
2,0,0,2,0,6,0,0,0,0,591,4,43,0
5,2,0,0,5,4,1,1,0,0,777,5,81,1
5,1,2,1,5,3,1,1,2,1,860,6,98,1
2,0,1,2,5,1,0,0,0,0,597,4,44,0
0,0,0,0,0,1,0,0,0,0,652,1,26,0
3,2,1,2,1,6,4,0,2,2,796,7,97,1
0,0,0,0,1,0,0,0,0,0,798,0,23,0
4,2,1,1,5,5,4,1,1,2,1516,0,71,1
2,1,1,0,5,2,5,1,2,0,1057,0,57,1
0,0,0,0,1,0,1,0,0,0,465,1,26,0
0,0,2,2,6,0,0,0,0,0,170,7,42,0
2,0,0,0,2,3,0,0,0,0,1047,4,43,0
0,0,0,0,1,1,1,0,0,0,591,1,26,0
0,0,0,0,0,0,1,0,0,0,744,1,24,0
2,0,2,1,1,5,0,1,0,2,1436,0,99,1
0,0,0,0,0,0,0,0,0,0,507,1,15,0
0,0,0,0,1,1,0,0,0,0,543,0,23,0
3,1,2,1,2,3,0,0,1,2,1273,3,81,1
0,0,1,1,3,2,0,0,0,0,151,8,44,0
0,0,0,0,5,0,0,0,0,0,767,0,31,0
1,0,0,0,0,0,0,0,0,0,192,1,9,0
0,0,0,0,0,1,1,0,0,0,171,1,20,0
2,0,0,0,4,3,0,1,0,0,403,8,48,0
1,0,1,1,1,1,1,1,1,2,616,4,84,1
0,0,1,0,6,3,0,1,1,0,585,7,60,1
1,0,1,0,4,0,0,0,1,0,429,0,58,1
2,1,2,2,5,0,5,0,2,0,294,7,64,1
1,0,0,0,1,1,1,0,0,0,426,1,7,0
2,2,2,1,3,6,2,1,2,0,561,3,94,1
3,2,1,2,4,6,5,1,1,0,270,0,51,1
4,2,2,2,6,5,1,1,2,1,1205,6,74,1
0,0,0,0,4,0,1,0,0,0,423,3,40,0
1,0,0,0,0,0,1,0,0,0,726,0,24,0
1,0,0,0,0,0,0,0,0,0,178,1,3,0
3,1,1,1,3,2,1,1,1,2,283,6,98,1
0,0,0,0,1,0,0,0,0,0,582,0,26,0
1,0,0,1,4,1,0,1,0,1,561,3,81,1
0,0,0,0,1,0,1,0,0,0,455,0,3,0
0,0,0,0,1,0,1,0,0,0,411,0,13,0
1,0,0,0,1,1,1,0,0,0,164,0,7,0
0,0,0,0,1,0,1,0,0,0,628,0,12,0
0,0,0,0,1,1,1,0,0,0,219,1,0,0
0,0,0,0,1,0,1,0,0,0,595,0,16,0
3,0,0,0,3,6,0,1,2,1,1177,6,83,1
1,0,0,2,6,1,0,0,0,0,397,7,35,0
1,0,0,0,6,1,1,0,0,0,662,5,30,0
1,0,0,0,1,0,1,0,0,0,276,1,24,0
3,1,2,2,6,4,5,1,2,0,1087,3,58,1
4,1,0,1,5,3,0,0,2,0,1468,3,87,1
3,2,0,0,2,5,5,0,2,1,1559,0,84,1
3,2,0,1,5,6,0,1,2,2,1392,3,86,1
0,0,0,0,0,1,1,0,0,0,603,0,18,0
2,0,2,1,0,5,0,0,0,0,840,5,43,0
5,2,0,0,6,6,4,1,0,1,357,0,87,1
1,0,1,2,5,5,3,1,0,0,495,0,55,1
4,0,1,0,5,4,1,1,0,1,1262,3,73,1
1,1,1,2,0,5,4,1,1,0,609,4,52,1
1,1,2,1,0,5,3,1,1,0,395,1,62,1
3,2,1,0,0,4,3,1,1,1,367,3,68,1
1,0,0,0,0,1,1,0,0,0,124,0,17,0
2,0,1,2,1,4,5,0,2,1,813,4,74,1
1,1,0,1,3,1,1,0,0,1,1167,1,67,1
1,0,0,0,1,1,0,0,0,0,372,0,16,0
0,0,0,0,4,1,1,0,0,0,367,7,32,0
2,2,0,0,2,3,4,1,2,0,778,1,54,1
1,0,1,1,0,3,0,0,1,0,394,8,52,1
1,0,0,1,5,1,0,0,0,0,828,5,38,0
0,0,0,0,1,1,1,0,0,0,449,1,0,0
4,0,1,1,3,2,4,1,2,1,335,3,90,1
1,0,0,1,3,0,3,0,0,1,1342,4,69,1
1,0,1,1,1,2,4,0,1,0,1458,3,69,1
1,0,1,0,3,3,1,1,0,0,934,1,46,0
0,0,0,0,0,0,0,0,0,0,769,1,33,0
2,0,0,1,6,0,0,0,0,0,744,2,37,0
4,2,0,1,4,2,2,0,2,0,375,7,73,1
0,0,1,1,5,0,2,1,2,0,1127,5,60,1
0,0,0,0,0,1,1,0,0,0,377,1,24,0
2,0,2,0,5,1,0,0,0,2,1400,0,72,1
2,0,2,2,6,3,2,1,0,0,416,3,51,1
3,1,1,0,6,3,5,1,2,0,1027,2,59,1
0,0,0,2,3,2,3,0,1,0,127,8,67,1
1,0,0,0,0,0,0,0,0,0,103,0,1,0
0,0,0,0,1,0,1,0,0,0,375,0,0,0
3,2,2,1,5,1,5,0,0,0,120,7,69,1
0,0,0,0,0,1,0,0,0,0,270,0,9,0
4,1,1,2,3,1,0,1,1,0,813,1,90,1
4,0,1,0,6,6,5,0,1,2,374,2,74,1
4,1,0,2,4,3,1,1,2,0,727,2,88,1
3,0,2,2,6,5,4,1,2,2,651,5,90,1
2,0,0,0,4,1,0,0,0,0,591,5,44,0
2,0,1,0,4,5,0,1,0,0,919,3,46,0
4,2,0,1,0,5,4,0,1,1,1236,7,82,1
1,0,0,2,5,1,1,0,0,0,656,0,46,0
4,1,0,1,3,4,2,0,2,0,483,7,86,1
4,2,2,2,5,0,2,1,1,2,265,1,76,1
4,0,1,2,1,4,2,1,2,1,1197,7,71,1
2,0,0,0,2,0,0,0,0,0,690,2,34,0
1,1,1,2,4,6,0,1,2,0,479,0,53,1
0,0,0,0,1,1,0,0,0,0,141,1,7,0
0,0,0,2,5,1,1,0,0,0,429,2,36,0
4,0,1,1,6,5,2,1,2,0,1538,8,84,1
1,0,0,0,6,0,0,0,0,0,206,5,34,0
5,2,0,0,6,1,3,0,1,2,483,4,88,1
5,2,1,1,5,0,0,0,1,0,1271,0,79,1
3,0,1,2,2,6,3,0,2,0,836,7,50,1
3,0,1,2,3,3,2,1,1,0,211,8,88,1
1,0,0,0,1,0,0,0,0,0,732,0,27,0
5,0,0,2,5,6,3,0,1,2,1042,4,100,1
5,0,2,0,6,2,1,0,2,0,421,3,80,1
1,0,0,0,1,1,1,0,0,0,227,0,1,0
6,1,2,2,6,1,4,1,1,1,1020,5,99,1
2,1,0,1,4,3,4,1,1,2,837,0,93,1
3,1,1,2,3,4,1,1,1,2,1068,1,92,1
0,0,0,0,0,0,0,0,0,0,451,1,28,0
1,0,0,0,5,1,1,0,0,0,968,3,33,0
1,0,0,0,3,1,0,0,0,0,699,4,30,0
5,2,1,1,3,0,2,0,2,2,737,5,81,1
1,0,0,0,1,0,0,0,0,0,346,0,4,0
2,2,0,0,4,0,4,1,2,0,347,3,54,1
3,1,2,2,2,2,4,1,0,0,1277,8,68,1
0,0,0,0,0,0,1,0,0,0,178,1,13,0
0,0,2,0,6,0,5,1,1,0,1043,4,59,1
1,0,0,0,0,1,0,0,0,0,707,1,24,0
1,1,0,1,1,5,3,1,1,1,1337,3,77,1
2,1,1,2,4,4,4,0,2,2,955,1,81,1
0,0,1,1,2,5,2,0,2,0,699,3,50,1
1,0,0,0,1,0,0,0,0,0,557,0,10,0
0,0,0,2,0,1,3,0,1,1,1527,7,81,1
0,0,0,0,5,1,1,0,0,0,736,5,38,0
3,1,2,1,2,4,0,0,1,2,285,3,68,1
1,0,0,0,0,1,0,0,0,0,155,0,4,0
2,0,1,0,1,5,0,0,0,0,635,5,44,0
1,0,0,1,5,4,0,0,1,1,753,7,74,1
0,0,0,0,1,0,1,0,0,0,376,0,9,0
0,0,1,2,1,4,1,0,0,0,511,2,42,0
0,0,0,0,3,2,5,0,0,0,1174,1,63,1
1,0,0,0,0,1,1,0,0,0,218,1,5,0
0,0,0,0,2,1,0,0,0,0,285,6,35,0
0,0,0,0,1,1,1,0,0,0,175,1,26,0
1,1,0,0,2,1,0,1,2,2,280,4,81,1
5,2,0,1,6,6,0,1,0,2,505,6,86,1
2,0,1,2,5,6,5,1,2,0,844,2,64,1
0,0,2,0,6,5,0,1,0,0,688,7,49,0
0,0,0,0,1,0,1,0,0,0,468,0,19,0
1,0,0,0,0,0,0,0,0,0,413,0,5,0
1,0,0,0,1,0,1,0,0,0,286,0,0,0
1,0,0,0,0,1,0,0,0,0,870,1,25,0
1,0,1,1,2,3,1,1,2,0,1236,1,53,1
1,1,0,2,4,6,3,1,2,1,1287,8,67,1
0,0,0,0,1,1,1,0,0,0,464,0,5,0
0,0,0,0,1,0,1,0,0,0,744,1,25,0
1,0,0,0,0,1,1,0,0,0,333,1,0,0
0,0,0,0,1,1,0,0,0,0,270,1,3,0
3,1,1,2,4,6,4,0,2,1,761,8,86,1
3,2,2,2,1,1,1,0,1,0,472,0,50,1
0,0,0,0,0,0,1,0,0,0,344,1,32,0
0,0,1,2,3,6,0,0,1,0,796,1,73,1
5,0,1,2,1,6,0,0,2,1,322,2,97,1
0,0,0,0,0,1,0,0,0,0,376,0,18,0
6,0,2,1,2,2,1,0,1,2,1317,2,91,1
1,0,0,0,0,0,0,0,0,0,336,0,21,0
5,0,0,0,0,1,1,1,2,2,450,8,99,1
5,0,1,2,1,2,0,1,2,0,1562,3,84,1
0,0,0,2,2,3,0,0,0,0,1092,6,42,0
1,0,0,0,1,1,1,0,0,0,484,1,23,0
1,0,0,0,1,1,0,0,0,0,292,0,7,0
0,0,0,2,1,0,1,0,0,0,140,0,35,0
1,0,1,0,1,3,1,0,2,0,784,6,50,1
1,1,0,1,5,6,1,1,0,0,1303,2,60,1
1,0,0,2,5,1,1,0,0,0,985,7,37,0
0,0,0,0,1,0,0,0,0,0,165,1,25,0
1,0,0,0,1,4,1,0,2,0,269,3,55,1
2,0,2,0,1,2,4,0,1,0,396,7,64,1
0,0,0,2,5,0,2,1,0,0,737,5,87,1
0,0,0,0,0,1,1,0,0,0,497,1,20,0
0,0,2,2,1,6,5,1,0,1,949,2,86,1
4,2,0,0,5,3,2,0,1,0,800,8,88,1
6,0,0,2,4,3,4,1,2,0,1597,0,93,1
0,0,0,2,5,5,1,0,0,0,796,8,43,0
2,2,1,0,4,5,1,1,1,0,364,3,61,1
0,0,0,0,0,0,1,0,0,0,104,1,23,0
1,0,0,0,1,1,1,0,0,0,567,1,8,0
2,0,2,2,0,2,4,0,2,0,851,6,59,1
0,0,2,2,6,3,0,0,0,0,1038,0,46,0
1,1,0,2,5,2,5,1,2,0,1730,1,95,1
5,0,1,1,5,3,1,1,0,0,965,6,95,1
3,2,2,0,6,5,4,1,0,0,741,6,57,1
1,0,0,0,1,0,1,0,0,0,941,4,38,0
1,0,0,0,1,0,0,0,0,0,124,1,21,0
1,0,2,2,1,1,1,0,0,0,749,1,40,0
0,0,0,1,6,0,0,0,0,0,589,1,37,0
0,0,2,1,1,6,0,0,0,0,188,1,44,0
2,0,1,2,1,5,0,0,0,0,847,3,42,0
0,0,0,1,1,5,3,1,2,1,676,7,93,1
3,0,1,1,5,5,5,1,1,1,434,8,70,1
1,0,1,2,5,0,3,0,2,0,181,1,52,1
0,0,0,1,6,2,4,0,1,1,1341,4,93,1
0,0,0,0,0,1,1,0,0,0,700,0,16,0
1,0,0,0,1,0,0,0,0,0,436,0,3,0
1,0,2,0,5,6,2,0,0,0,680,3,56,1
1,0,0,0,1,0,1,0,0,0,143,0,2,0
0,0,0,0,1,0,1,0,0,0,311,0,9,0
1,0,0,0,1,0,0,0,0,0,145,1,3,0
4,2,1,2,2,0,3,1,0,1,1011,5,93,1
0,0,0,1,4,1,2,0,1,1,143,5,82,1
1,0,0,0,0,1,1,0,0,0,152,0,15,0
1,0,0,0,0,1,0,0,0,0,207,1,8,0
0,0,0,0,0,1,0,0,0,0,582,0,15,0
0,0,0,0,6,1,0,0,0,0,369,1,32,0
1,0,0,0,0,1,1,0,0,0,105,1,4,0
3,0,1,1,1,0,5,0,1,0,1122,1,89,1
0,0,0,0,0,1,0,0,0,0,429,0,23,0
2,1,2,2,1,2,0,1,2,0,1348,6,69,1
4,0,1,0,6,1,3,0,0,2,130,3,86,1
0,0,2,1,6,0,0,0,0,2,1864,7,100,1
0,0,2,2,6,6,5,0,2,2,1016,4,90,1
